Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,RunLine,,OpenOU,,CloseOU,
724,912,H,ARI,CMARTIN,2,0,0,1,0,0,0,0,0,3,-120,-122,-1.5,165,9.5,-120,9.5,-1105
724,913,V,SDG,JMUSGROVE,0,0,0,0,0,1,0,1,3,5,105,124,1.5,-180,7.5,-1105,8,-1105
724,914,H,NYM,CCARRASCO,0,0,0,0,0,5,3,0,x,8,-125,-134,-1.5,160,7.5,-115,8,-115
724,915,V,TOR,RSTRIPLIN,5,0,0,0,3,0,0,0,0,8,-130,-154,-1.5,-110,11,-110,10.5,-120
724,916,H,BOS,BBELLO,1,0,0,1,1,1,0,0,0,4,110,144,1.5,-110,11,-110,10.5,100
724,917,V,NYY,NCORTES-L,0,0,3,0,0,2,0,0,1,6,-190,-169,-1.5,-110,9,-115,9,-115
724,918,H,BAL,DKREMER,0,0,0,0,0,0,0,0,0,0,160,159,1.5,-110,9,-1105,9,-1105
724,919,V,MIN,SGRAY,3,0,0,0,0,0,3,2,1,9,-180,-162,-1.5,-105,8.5,-1105,8.5,-120
724,920,H,DET,RGARCIA,0,0,0,1,0,0,0,0,0,1,150,152,1.5,-115,8.5,-115,8.5,100
724,921,V,TAM,JSPRINGS-L,0,0,1,0,0,1,0,0,0,2,-150,-146,-1.5,105,9,-110,8.5,-115
724,922,H,KAN,KBUBIC-L,1,1,0,0,0,0,1,1,x,4,130,136,1.5,-125,9,-110,8.5,-1105
724,923,V,CLE,SBIEBER,0,0,0,0,0,0,0,2,1,3,120,136,1.5,-160,7.5,-1105,7.5,100
724,924,H,CWS,DCEASE,0,5,0,0,0,1,0,0,x,6,-140,-146,-1.5,140,7.5,-115,7.5,-120
724,925,V,TEX,MPEREZ-L,3,0,1,0,6,1,0,0,0,11,-140,-142,-1.5,120,7.5,-110,7,-115
724,926,H,OAK,PBLACKBUR,0,0,0,0,1,0,0,4,3,8,120,132,1.5,-140,7.5,-110,7,-1105
724,927,V,HOU,FVALDEZ-L,2,3,1,0,0,0,0,2,0,8,-115,-110,-1.5,160,7,-115,7,-1105
724,928,H,SEA,RRAY-L,0,0,0,0,0,0,3,2,0,5,-105,100,1.5,-180,7,-1105,7,-115
724,929,V,LAA,RDETMERS-L,5,0,0,3,0,0,0,1,0,9,170,190,1.5,-110,9,-110,9,-110
724,930,H,ATL,IANDERSON,0,0,0,0,0,0,1,0,0,1,-200,-210,-1.5,-110,9,-110,9,-110
725,951,V,MIA,TROGERS-L,1,0,0,1,0,0,0,0,0,2,-105,119,1.5,-165,9.5,-1105,9,-115
725,952,H,CIN,NLODOLO-L,0,0,3,3,4,1,0,0,x,11,-115,-129,-1.5,145,9.5,-115,9,-1105
725,953,V,ATL,MFRIED-L,0,3,0,0,0,1,0,0,0,4,-150,-164,-1.5,-110,8,-115,8.5,-120
725,954,H,PHI,RSUAREZ-L,0,2,1,0,0,0,0,3,x,6,130,154,1.5,-110,8,-1105,8.5,100
725,955,V,PIT,JBRUBAKER,0,1,0,0,1,0,0,0,0,2,125,128,1.5,-160,8.5,-110,8,-120
725,956,H,CUB,ASAMPSON,0,1,1,0,0,0,0,1,x,3,-145,-138,-1.5,140,8.5,-110,8,100
725,957,V,COL,KFREELAND-L,0,0,1,0,1,0,0,0,0,2,165,175,1.5,-120,8.5,-115,8.5,105
725,958,H,MIL,AASHBY-L,0,0,0,0,0,0,0,0,0,0,-195,-190,-1.5,100,8.5,-1105,8.5,-25
725,959,V,SFO,JJUNIS,0,0,0,0,0,0,0,0,0,0,-125,100,-1.5,160,9,-110,8.5,-115
725,960,H,ARI,MKELLY,0,0,0,0,2,3,0,2,x,7,105,-110,1.5,-180,9,-110,8.5,-1105
725,961,V,WAS,PESPINO,0,0,0,0,4,0,0,0,0,4,235,270,1.5,140,8.5,-110,8.5,-1105
725,962,H,LAD,TGONSOLIN,0,0,1,0,0,0,0,0,0,1,-290,-310,-1.5,-160,8.5,-110,8.5,-115
725,963,V,TAM,CKLUBER,0,0,1,0,0,0,0,0,0,1,-150,-110,-1.5,140,9,-115,8.5,-110
725,964,H,BAL,AVOTH,0,1,0,0,4,0,0,0,x,5,130,100,1.5,-160,9,-1105,8.5,-110
725,965,V,CLE,ZPLESAC,0,0,0,0,1,0,0,0,0,1,100,-103,1.5,-190,9.5,100,9.5,100
725,966,H,BOS,NPIVETTA,0,0,1,0,0,2,0,0,x,3,-120,-107,-1.5,170,9.5,-120,9.5,-120
725,967,V,LAA,NSYNDERGA,0,0,0,0,0,0,0,0,0,0,-105,-103,1.5,-210,8.5,-120,8,-110
725,968,H,KAN,ZGREINKE,0,0,0,0,0,1,4,2,x,7,-115,-107,-1.5,185,8.5,100,8,-110
725,969,V,HOU,JODORIZZI,1,0,0,0,1,2,0,0,1,5,-220,-210,-1.5,-130,8,-1105,8,-120
725,970,H,OAK,AOLLER,0,0,1,5,0,0,0,1,x,7,180,190,1.5,110,8,-115,8,100
725,971,V,TEX,GOTTO,0,0,1,0,0,1,0,0,1,3,140,140,1.5,-150,8,-115,8.5,-110
725,972,H,SEA,CFLEXEN,0,0,0,2,1,0,1,0,x,4,-165,-150,-1.5,130,8,-1105,8.5,-110
725,973,V,SDG,SMANAEA-L,0,0,1,0,3,0,0,0,0,4,-160,-158,-1.5,100,8.5,100,8.5,-110
725,974,H,DET,DHUTCHISO,0,0,5,4,2,1,0,0,x,12,135,148,1.5,-120,8.5,-120,8.5,-110
726,901,V,PIT,BWILSON,0,0,0,0,0,0,2,0,0,2,140,170,1.5,-120,8.5,-120,8,-115
726,902,H,CUB,KTHOMPSON,3,0,0,0,0,0,0,1,x,4,-165,-185,-1.5,100,8.5,100,8,-1105
726,903,V,MIA,PLOPEZ,0,0,0,0,2,0,0,0,0,2,-110,-111,-1.5,145,8.5,-115,8.5,-120
726,904,H,CIN,HGREENE,0,0,0,0,1,0,0,0,0,1,-110,101,1.5,-165,8.5,-1105,8.5,100
726,905,V,ATL,SSTRIDER,1,0,1,1,2,0,0,0,1,6,-135,-120,-1.5,135,8,-110,7.5,105
726,906,H,PHI,ANOLA,0,0,0,0,0,1,0,0,2,3,115,110,1.5,-155,8,-110,7.5,-25
726,907,V,SFO,CRODON-L,0,0,2,0,0,1,0,0,0,3,-140,-185,-1.5,-120,8,-110,8.5,-1105
726,908,H,ARI,TGILBERT-L,0,2,3,0,0,0,0,2,x,7,120,170,1.5,100,8,-110,8.5,-115
726,909,V,WAS,JGRAY,2,0,0,0,0,0,0,2,4,8,210,215,1.5,105,9,-1105,8.5,-25
726,910,H,LAD,MWHITE,1,0,0,0,2,0,0,0,0,3,-260,-245,-1.5,-125,9,-115,8.5,105
726,911,V,TAM,SMCCLANAH-L,0,0,1,2,0,0,0,0,0,3,-180,-178,-1.5,-105,7.5,-115,7.5,-115
726,912,H,BAL,SWATKINS,1,0,0,1,0,0,0,3,x,5,150,164,1.5,-115,7.5,-1105,7.5,-1105
726,913,V,CLE,BSHAW,1,1,3,2,0,0,0,1,0,8,130,122,1.5,-160,10,-115,10,-1105
726,914,H,BOS,JWINCKOWS,0,0,2,0,0,0,0,1,0,3,-150,-132,-1.5,140,10,-1105,10,-115
726,915,V,LAA,JSUAREZ-L,0,0,1,0,1,0,3,0,1,6,100,116,1.5,-180,8.5,100,8.5,-120
726,916,H,KAN,AZERPA-L,0,0,0,0,0,0,0,0,0,0,-120,-126,-1.5,160,8.5,-120,8.5,100
726,917,V,HOU,LGARCIA,0,0,0,1,2,0,0,0,0,3,-180,-154,-1.5,105,7,-120,7,110
726,918,H,OAK,FMONTAS,0,0,4,0,0,0,0,1,x,5,150,144,1.5,-125,7,100,7,-130
726,919,V,TEX,DDUNNING,0,0,0,0,0,0,1,2,1,4,140,163,1.5,-135,7.5,-1105,8,-120
726,920,H,SEA,GKIRBY,2,0,0,0,0,0,1,0,2,5,-165,-175,-1.5,115,7.5,-115,8,100
726,921,V,STL,APALLANTE,1,0,2,0,0,0,0,0,0,3,170,185,1.5,-105,8.5,-1105,9,105
726,922,H,TOR,JBERRIOS,3,0,0,0,0,5,2,0,x,10,-200,-205,-1.5,-115,8.5,-115,9,-25
726,923,V,NYY,JMONTGOME-L,2,0,0,1,0,0,0,0,0,3,-105,-110,-1.5,150,8,-115,8,-1105
726,924,H,NYM,TWALKER,4,0,1,0,0,0,0,1,x,6,-115,100,1.5,-170,8,-1105,8,-115
726,925,V,SDG,MCLEVINGE,0,0,3,0,0,0,0,0,0,6,-200,-170,-1.5,-120,8.5,-120,8,-1105
726,926,H,DET,GHILL,0,0,0,0,0,0,2,0,1,4,170,160,1.5,100,8.5,100,8,-115
726,927,V,MIN,DBUNDY,1,0,2,0,3,0,0,0,0,6,-105,103,1.5,-190,9.5,-110,9,-120
726,928,H,MIL,ESMALL-L,0,4,1,0,1,0,0,0,1,7,-115,-113,-1.5,170,9.5,-110,9,100
726,929,V,CWS,MKOPECH,0,0,0,1,0,0,1,0,0,2,-115,-108,-1.5,140,10.5,-120,11,-1105
726,930,H,COL,GMARQUEZ,0,0,0,0,0,0,0,0,1,1,-105,-102,1.5,-160,10.5,100,11,-115
727,951,V,ATL,CMORTON,0,0,0,0,0,2,0,0,0,2,-150,-140,-1.5,115,8.5,-110,9,100
727,952,H,PHI,KGIBSON,0,0,0,0,5,2,0,0,x,7,130,130,1.5,-135,8.5,-110,9,-120
727,953,V,WAS,PCORBIN-L,0,0,0,0,0,0,1,0,0,1,220,210,1.5,110,9,-105,9,100
727,954,H,LAD,AHEANEY-L,6,0,0,0,0,0,0,1,x,7,-270,-240,-1.5,-130,9,-115,9,-120
727,955,V,SFO,LWEBB,0,0,0,2,0,0,0,1,0,3,-130,-108,-1.5,150,8,-105,8,100
727,956,H,ARI,ZGALLEN,1,0,0,1,0,0,3,0,x,5,110,-102,1.5,-170,8,-115,8,-120
727,957,V,MIA,BGARRETT-L,0,0,1,1,0,0,1,0,0,3,135,142,1.5,-150,8,-110,8.5,-110
727,958,H,CIN,LCASTILLO,4,0,1,0,0,0,0,0,x,5,-160,-152,-1.5,130,8,-110,8.5,-110
727,959,V,LAA,JJUNK,0,0,0,0,2,0,2,0,0,4,100,119,1.5,-170,8.5,-115,8.5,-115
727,960,H,KAN,BKELLER,0,0,0,0,0,0,0,0,0,0,-120,-129,-1.5,150,8.5,-105,8.5,-105
727,961,V,HOU,CJAVIER,0,0,0,0,1,1,0,0,0,2,-185,-200,-1.5,-120,7.5,100,7,-105
727,962,H,OAK,CIRVIN-L,0,2,0,0,1,0,1,0,x,4,155,180,1.5,100,7.5,-120,7,-115
727,963,V,TEX,JGRAY,0,0,0,0,1,1,0,0,0,2,-120,-120,-1.5,130,8,-115,8,-115
727,964,H,SEA,MGONZALES-L,0,1,0,0,0,0,3,0,x,4,100,110,1.5,-150,8,-105,8,-105
727,965,V,TAM,DRASMUSSE,2,1,0,0,1,0,0,0,0,6,-125,104,-1.5,160,8.5,-105,8,-115
727,966,H,BAL,TWELLS,0,1,1,0,1,0,0,0,1,4,105,-114,1.5,-180,8.5,-115,8,-105
727,967,V,CLE,CQUANTRIL,0,3,0,2,0,0,0,1,1,7,115,120,1.5,-165,9,-110,8.5,-115
727,968,H,BOS,NEOVALDI,0,2,0,2,0,2,0,0,0,6,-135,-130,-1.5,145,9,-110,8.5,-105
727,969,V,SDG,YDARVISH,0,0,0,2,0,0,1,0,0,3,-140,-134,-1.5,125,7.5,100,7,-125
727,970,H,DET,TSKUBAL-L,1,0,0,0,0,1,0,0,2,4,120,124,1.5,-145,7.5,-120,7,105
727,971,V,MIN,CARCHER,0,3,0,0,0,0,1,0,0,4,165,195,1.5,-115,8,100,7.5,-115
727,972,H,MIL,CBURNES,3,0,0,5,2,0,0,0,x,10,-195,-215,-1.5,-105,8,-120,7.5,-105
727,973,V,CWS,LGIOLITO,0,0,0,2,0,0,3,0,0,5,-135,-124,-1.5,115,11.5,-110,11.5,-105
727,974,H,COL,ASENZATEL,3,0,0,0,0,0,1,0,2,6,115,114,1.5,-135,11.5,-110,11.5,-115
727,975,V,STL,AWAINWRIG,0,0,1,1,4,0,0,0,0,6,190,220,1.5,110,8,-110,8,-115
727,976,H,TOR,KGAUSMAN,0,0,0,1,0,0,0,0,0,1,-235,-250,-1.5,-130,8,-110,8,-105
727,977,V,NYY,DGERMAN,0,0,0,0,0,0,0,2,0,2,140,165,1.5,-140,7.5,-115,7.5,-105
727,978,H,NYM,MSCHERZER,0,1,1,0,0,0,0,0,1,3,-165,-180,-1.5,120,7.5,-105,7.5,-115
728,901,V,MIA,DCASTANO-L,0,0,2,1,0,0,1,0,3,7,115,118,1.5,-165,9.5,-105,9,-120
728,902,H,CIN,GASHCRAFT,1,0,0,2,1,1,0,0,1,6,-135,-128,-1.5,145,9.5,-115,9,100
728,903,V,PHI,ZWHEELER,3,1,0,0,0,3,1,0,0,8,-200,-182,-1.5,-115,7.5,-115,7.5,-115
728,904,H,PIT,ZTHOMPSON,0,0,0,0,0,0,2,0,5,7,170,167,1.5,-105,7.5,-105,7.5,-105
728,905,V,LAD,TANDERSON-L,2,4,0,5,0,0,2,0,0,13,-210,-205,-1.5,-135,11.5,-120,12,-105
728,906,H,COL,JURENA,0,0,0,0,0,0,0,0,0,0,175,185,1.5,115,11.5,100,12,-115
728,907,V,CUB,JSTEELE-L,0,0,0,0,0,0,2,0,0,2,115,126,1.5,-170,8,-115,8,-110
728,908,H,SFO,AWOOD-L,0,0,3,1,0,0,0,0,x,4,-135,-136,-1.5,150,8,-105,8,-110
728,909,V,TAM,RYARBROUG-L,0,0,0,0,0,0,0,0,0,0,-105,111,1.5,-180,9,-115,9,-105
728,910,H,BAL,JLYLES,0,0,1,0,0,0,0,2,x,3,-115,-121,-1.5,160,9,-105,9,-115
728,911,V,KAN,BSINGER,0,0,0,0,0,0,0,0,0,0,195,205,1.5,105,9,100,8.5,-120
728,912,H,NYY,JTAILLON,0,0,0,0,0,0,0,0,1,1,-245,-230,-1.5,-125,9,-120,8.5,100
728,913,V,DET,TALEXANDE-L,0,1,0,0,0,0,1,1,0,3,180,220,1.5,105,8.5,-115,9.5,-125
728,914,H,TOR,YKIKUCHI-L,0,0,1,2,0,1,0,1,x,5,-220,-250,-1.5,-125,8.5,-105,9.5,105
728,915,V,CLE,TMCKENZIE,0,0,0,1,0,0,0,1,0,2,-115,-132,-1.5,125,9,-115,9,-120
728,916,H,BOS,KCRAWFORD,0,0,0,0,0,3,1,0,x,4,-105,122,1.5,-145,9,-105,9,100
728,917,V,SEA,LGILBERT,0,0,2,0,0,0,0,0,0,2,135,125,1.5,-165,8,-105,8.5,100
728,918,H,HOU,JURQUIDY,2,0,0,0,0,0,0,2,x,4,-160,-135,-1.5,145,8,-115,8.5,-120
728,919,V,TEX,SHOWARD,0,0,0,1,1,0,0,0,0,2,185,195,1.5,-115,7.5,100,7.5,-105
728,920,H,LAA,SOHTANI,0,0,0,0,0,0,0,0,0,0,-225,-215,-1.5,-105,7.5,-120,7.5,-115
729,951,V,NYM,CBASSITT,0,3,0,1,0,0,0,2,0,6,-160,-117,-1.5,150,6.5,-120,6,-125
729,952,H,MIA,SALCANTAR,3,1,0,0,0,0,0,0,0,4,135,107,1.5,-170,6.5,100,6,105
729,953,V,STL,MMIKOLAS,0,0,3,0,0,3,0,0,0,6,-195,-156,-1.5,-105,9,-115,9,100
729,954,H,WAS,ANIBALSAN,0,1,0,0,0,1,0,0,0,2,165,146,1.5,-115,9,-105,9,-120
729,955,V,PHI,BFALTER-L,0,0,0,0,0,0,2,0,0,4,-130,-116,-1.5,135,8,-115,8,-115
729,956,H,PIT,JQUINTANA-L,0,0,1,0,0,1,0,0,0,2,110,106,1.5,-155,8,-105,8,-105
729,957,V,ARI,MBUMGARNE-L,0,0,0,1,1,0,0,0,0,2,180,185,1.5,-110,9,-105,9,100
729,958,H,ATL,KWRIGHT,1,0,3,0,1,0,0,0,x,5,-220,-205,-1.5,-110,9,-115,9,-120
729,959,V,LAD,JURIAS-L,2,2,1,0,0,0,0,0,0,5,-210,-230,-1.5,-155,11.5,-110,11.5,-115
729,960,H,COL,CKUHL,0,2,0,0,0,0,0,0,2,4,175,205,1.5,135,11.5,-110,11.5,-105
729,961,V,CUB,MSTROMAN,0,0,0,0,1,0,0,0,3,4,125,116,1.5,-180,7.5,-110,7.5,100
729,962,H,SFO,ACOBB,0,0,0,0,0,0,0,0,2,2,-145,-126,-1.5,160,7.5,-110,7.5,-120
729,963,V,KAN,KBUBIC-L,0,0,0,0,5,0,0,0,0,5,290,315,1.5,160,8.5,-105,8.5,100
729,964,H,NYY,GCOLE,1,0,2,0,0,0,0,8,x,11,-360,-370,-1.5,-180,8.5,-115,8.5,-120
729,965,V,DET,BGARCIA,0,0,1,0,2,1,0,0,0,4,315,300,1.5,150,8.5,100,8.5,-120
729,966,H,TOR,AMANOAH,0,1,0,1,0,0,0,0,0,2,-410,-350,-1.5,-170,8.5,-120,8.5,100
729,967,V,CLE,SBIEBER,0,0,0,1,2,0,1,0,0,4,-105,112,1.5,-200,6.5,-110,7,100
729,968,H,TAM,JSPRINGS-L,1,0,0,0,0,0,0,0,0,1,-115,-122,-1.5,175,6.5,-110,7,-120
729,969,V,OAK,JKAPRIELI,0,3,0,0,0,2,0,1,1,7,180,177,1.5,-120,8.5,100,8,100
729,970,H,CWS,LLYNN,1,0,0,0,0,0,2,0,0,3,-220,-194,-1.5,100,8.5,-120,8,-120
729,971,V,SEA,RRAY-L,0,0,0,0,0,0,0,1,0,1,150,165,1.5,-140,7.5,-105,7,-120
729,972,H,HOU,JVERLANDE,0,1,3,1,0,4,1,1,x,11,-180,-180,-1.5,120,7.5,-115,7,100
729,973,V,TEX,MPEREZ-L,0,0,0,0,0,2,0,0,5,7,-105,-104,1.5,-215,7.5,100,7.5,-110
729,974,H,LAA,PSANDOVAL-L,0,0,0,0,0,1,0,0,1,2,-115,-106,-1.5,190,7.5,-120,7.5,-110
729,975,V,BAL,KBRADISH,0,0,0,0,0,2,0,0,4,6,-130,-125,-1.5,115,9.5,-115,10,-120
729,976,H,CIN,MMINOR-L,2,0,0,0,0,0,0,0,0,2,110,115,1.5,-135,9.5,-105,10,100
729,977,V,MIL,BWOODRUFF,0,0,0,0,0,1,1,0,2,4,-150,-160,-1.5,100,9,-115,9,-115
729,978,H,BOS,ADAVIS-L,0,0,0,0,0,1,0,0,0,1,130,150,1.5,-120,9,-105,9,-105
729,979,V,MIN,JRYAN,0,0,0,1,0,0,0,0,0,1,100,113,1.5,-185,7.5,-115,7.5,-120
729,980,H,SDG,BSNELL-L,2,1,0,1,6,0,0,0,x,10,-120,-123,-1.5,165,7.5,-105,7.5,100
730,901,V,NYM,CCARRASCO,0,0,2,0,0,0,0,2,0,4,-190,-185,-1.5,-120,8,-105,8,-115
730,902,H,MIA,NNEIDERT,0,0,0,0,0,0,0,0,0,0,160,170,1.5,100,8,-115,8,-105
730,903,V,STL,DHUDSON,0,1,0,0,3,1,0,1,0,6,-165,-130,-1.5,115,9.5,-110,9.5,-115
730,904,H,WAS,PESPINO,0,0,1,0,3,0,3,0,x,7,140,120,1.5,-135,9.5,-110,9.5,-105
730,905,V,PHI,RSUAREZ-L,0,0,0,0,0,1,0,0,0,2,-170,-148,-1.5,110,8.5,-110,7.5,-110
730,906,H,PIT,MKELLER,0,0,0,0,0,0,1,0,0,1,145,138,1.5,-130,8.5,-110,7.5,-110
730,907,V,ARI,CMARTIN,0,0,0,0,0,0,0,0,2,2,190,195,1.5,-105,9,-115,10,-105
730,908,H,ATL,IANDERSON,1,2,0,1,0,2,0,0,x,6,-235,-215,-1.5,-115,9,-105,10,-115
730,909,V,LAD,CKERSHAW-L,1,0,2,0,0,0,0,0,0,3,-245,-220,-1.5,-150,11,-110,11,-115
730,910,H,COL,KFREELAND-L,2,0,0,0,0,3,0,0,x,5,195,200,1.5,130,11,-110,11,-105
730,911,V,CUB,DSMYLY-L,0,0,0,0,0,0,1,0,3,4,115,120,1.5,-175,8.5,-110,8,-115
730,912,H,SFO,JJUNIS,0,0,2,3,0,0,0,0,x,5,-135,-130,-1.5,155,8.5,-110,8,-105
730,913,V,CLE,ZPLESAC,0,0,0,1,0,3,0,0,0,4,105,130,1.5,-180,7.5,-110,7.5,100
730,914,H,TAM,CKLUBER,2,1,0,0,2,0,0,1,x,6,-125,-140,-1.5,160,7.5,-110,7.5,-120
730,915,V,KAN,JHEASLEY,0,0,1,1,0,0,0,0,0,2,235,250,1.5,130,8.5,-105,9,-105
730,916,H,NYY,NCORTES-L,2,2,0,2,0,1,1,0,x,8,-290,-290,-1.5,-150,8.5,-115,9,-115
730,917,V,DET,DHUTCHISO,0,0,0,0,2,1,0,0,0,3,220,240,1.5,120,8,100,9,-115
730,918,H,TOR,RSTRIPLIN,1,0,0,0,0,4,0,0,x,5,-270,-270,-1.5,-140,8,-120,9,-105
730,919,V,SEA,CFLEXEN,3,0,0,0,0,0,0,0,2,5,165,171,1.5,-125,8,100,8,-105
730,920,H,HOU,FVALDEZ-L,0,0,0,0,1,1,2,0,0,4,-195,-186,-1.5,105,8,-120,8,-115
730,921,V,OAK,PBLACKBUR,1,0,1,0,0,0,0,0,0,2,155,152,1.5,-140,8.5,-105,8,-105
730,922,H,CWS,JCUETO,0,0,0,0,0,0,2,0,1,3,-185,-162,-1.5,120,8.5,-115,8,-115
730,923,V,TEX,GOTTO,0,0,2,3,0,2,0,0,0,7,-105,112,1.5,-190,8,-115,8.5,-115
730,924,H,LAA,CSILSETH,0,0,3,0,1,0,0,5,x,9,-115,-122,-1.5,170,8,-105,8.5,-105
730,925,V,MIL,ELAUER-L,1,1,0,0,2,0,1,1,3,9,100,-112,-1.5,145,10,100,10,100
730,926,H,BOS,NPIVETTA,0,1,0,0,0,0,3,0,0,4,-120,102,1.5,-165,10,-120,10,-120
730,927,V,BAL,DKREMER,2,0,0,0,0,0,0,0,0,2,105,-101,-1.5,155,9,-110,9,-110
730,928,H,CIN,TMAHLE,0,1,0,3,3,1,0,0,x,8,-125,-109,1.5,-175,9,-110,9,-110
730,929,V,MIN,SGRAY,0,0,0,1,1,0,0,5,0,7,120,117,1.5,-185,7.5,-115,7.5,110
730,930,H,SDG,JMUSGROVE,0,0,1,0,0,0,0,0,3,4,-140,-127,-1.5,165,7.5,-105,7.5,-130
731,951,V,ARI,MKELLY,0,0,0,0,0,0,0,0,0,0,190,195,1.5,-115,8,-110,8.5,-105
731,952,H,ATL,MFRIED-L,0,0,0,0,0,0,0,0,1,1,-235,-215,-1.5,-105,8,-110,8.5,-115
731,953,V,STL,APALLANTE,0,0,1,3,0,1,0,0,0,5,-150,-112,-1.5,135,9,-115,9,-105
731,954,H,WAS,JGRAY,0,0,0,0,0,0,0,0,0,0,130,102,1.5,-155,9,-105,9,-115
731,955,V,PHI,ANOLA,2,0,0,0,5,1,0,0,0,8,-190,-166,-1.5,100,7,-115,7,-120
731,956,H,PIT,JBRUBAKER,0,0,1,0,0,0,0,0,1,2,160,156,1.5,-120,7,-105,7,100
731,957,V,NYM,TWALKER,3,0,3,0,1,0,2,0,0,9,-150,-126,-1.5,135,7,-110,7,-110
731,958,H,MIA,PLOPEZ,0,0,0,0,1,2,0,0,0,3,130,116,1.5,-155,7,-110,7,-110
731,959,V,LAD,TGONSOLIN,0,0,2,2,0,1,1,1,0,7,-200,-185,-1.5,-130,11.5,-115,11,-115
731,960,H,COL,GMARQUEZ,0,0,3,0,0,0,0,0,0,3,170,170,1.5,110,11.5,-105,11,-105
731,961,V,CUB,ASAMPSON,0,0,0,0,0,0,0,0,0,0,155,155,1.5,-140,7.5,-110,7.5,100
731,962,H,SFO,CRODON-L,0,0,0,4,0,0,0,0,x,4,-185,-165,-1.5,120,7.5,-110,7.5,-120
731,963,V,DET,GHILL,0,0,0,1,0,0,0,0,0,1,235,250,1.5,120,7.5,-115,8.5,-115
731,964,H,TOR,JBERRIOS,0,2,0,0,2,0,0,0,x,4,-290,-290,-1.5,-140,7.5,-105,8.5,-105
731,965,V,KAN,ZGREINKE,0,0,0,0,4,0,0,1,3,8,220,235,1.5,120,9,100,8.5,100
731,966,H,NYY,JMONTGOME-L,0,0,0,0,3,0,3,0,0,6,-270,-265,-1.5,-140,9,-120,8.5,-120
731,967,V,CLE,BSHAW,0,3,0,0,2,0,0,0,0,5,160,200,1.5,-115,6.5,-110,6.5,-120
731,968,H,TAM,SMCCLANAH-L,0,2,0,1,0,0,0,0,0,3,-190,-220,-1.5,-105,6.5,-110,6.5,100
731,969,V,SEA,GKIRBY,0,0,0,0,0,0,0,2,0,2,115,125,1.5,-170,8.5,-110,8,-115
731,970,H,HOU,JODORIZZI,2,0,0,0,0,0,0,0,0,3,-135,-135,-1.5,150,8.5,-110,8,-105
731,971,V,OAK,AOLLER,0,1,0,0,0,0,0,0,0,1,245,245,1.5,115,8,-105,8,100
731,972,H,CWS,DCEASE,0,3,0,0,0,0,1,0,x,4,-305,-280,-1.5,-135,8,-115,8,-120
731,973,V,TEX,DDUNNING,1,0,0,0,1,0,0,0,3,5,-105,115,1.5,-190,8.5,-110,8.5,100
731,974,H,LAA,RDETMERS-L,1,1,0,0,0,0,0,0,0,2,-115,-125,-1.5,170,8.5,-110,8.5,-120
731,975,V,MIL,AASHBY-L,0,2,0,0,0,0,0,0,0,2,-125,-137,-1.5,120,9.5,-105,9.5,-110
731,976,H,BOS,JWINCKOWS,0,0,0,0,5,2,0,0,x,7,105,127,1.5,-140,9.5,-115,9.5,-110
731,977,V,BAL,AVOTH,0,0,0,0,0,0,1,1,0,2,-105,113,1.5,-180,8.5,-110,9,105
731,978,H,CIN,NLODOLO-L,0,0,0,0,0,2,0,1,x,3,-115,-123,-1.5,160,8.5,-110,9,-125
731,979,V,MIN,DBUNDY,0,0,0,0,1,1,0,0,0,2,135,124,1.5,-160,8.5,-105,8.5,-120
731,980,H,SDG,SMANAEA-L,0,0,1,0,0,2,0,0,x,3,-160,-134,-1.5,140,8.5,-115,8.5,100
801,901,V,CIN,HGREENE,0,2,0,0,0,0,1,0,0,3,120,106,1.5,-200,8,-115,7,-115
801,902,H,MIA,JLUZARDO-L,0,0,0,0,0,0,0,0,1,1,-140,-116,-1.5,175,8,-105,7,-105
801,903,V,NYM,MSCHERZER,0,3,1,0,0,3,0,0,0,7,-245,-250,-1.5,-150,7.5,-105,8.5,-105
801,904,H,WAS,PCORBIN-L,1,0,0,2,0,0,0,0,0,3,195,220,1.5,130,7.5,-115,8.5,-115
801,905,V,COL,ASENZATEL,0,0,0,0,0,1,0,0,0,1,190,185,1.5,-120,7.5,-105,7.5,-105
801,906,H,SDG,MCLEVINGE,3,0,0,0,0,0,1,0,x,4,-235,-205,-1.5,100,7.5,-115,7.5,-115
801,907,V,LAD,AHEANEY-L,0,2,3,0,1,0,1,0,1,8,-130,-136,-1.5,125,7.5,-110,8,-105
801,908,H,SFO,LWEBB,1,0,0,0,1,0,0,0,0,2,110,126,1.5,-145,7.5,-110,8,-115
801,909,V,SEA,MGONZALES-L,0,1,0,1,0,0,0,0,0,2,145,161,1.5,-130,9,-110,9,-115
801,910,H,NYY,DGERMAN,3,2,0,1,0,0,0,1,x,7,-170,-172,-1.5,110,9,-110,9,-105
801,911,V,DET,TSKUBAL-L,0,1,0,1,0,0,0,0,0,3,120,118,1.5,-175,7.5,-105,8,-120
801,912,H,MIN,AARONSANC,0,0,0,0,0,0,0,2,0,5,-140,-128,-1.5,155,7.5,-115,8,100
801,913,V,BAL,SWATKINS,1,3,0,2,0,0,1,0,0,7,135,161,1.5,-140,8,-105,8,100
801,914,H,TEX,JGRAY,0,0,0,0,0,1,0,1,0,2,-160,-172,-1.5,120,8,-115,8,-120
